Idade,Gênero,Area_Setor,Modelo_Trabalho,Autonomia_Trabalho,Horas_Extras_Semana,Reunioes_Intensas_Semana,EE_Exaustao,C_Cinismo,EP_Eficacia,Risco_Score,TARGET_Risco_Burnout
46,Masculino,Tecnologia,Presencial,2,4,5,3,3,2,13.1,Moderado Risco
29,Masculino,Logística,Presencial,5,4,4,1,1,4,7.7,Baixo Risco
26,Masculino,Tecnologia,Presencial,5,10,6,1,5,5,12.5,Moderado Risco
26,Feminino,Saúde,Híbrido,5,1,3,4,1,3,12.2,Moderado Risco
56,Masculino,Educação,Home Office,1,10,5,4,2,2,16.4,Moderado Risco
40,Masculino,Tecnologia,Híbrido,4,1,4,1,5,1,13.5,Moderado Risco
44,Outro,Saúde,Home Office,1,8,9,1,5,5,14.0,Moderado Risco
30,Masculino,Vendas/MKT,Presencial,3,12,7,2,5,3,16.0,Moderado Risco
51,Feminino,Educação,Presencial,2,11,0,3,3,3,14.1,Moderado Risco
37,Outro,Tecnologia,Presencial,2,2,8,1,5,3,12.5,Moderado Risco
54,Masculino,Logística,Híbrido,1,5,7,1,1,2,11.2,Baixo Risco
23,Feminino,Tecnologia,Híbrido,4,3,7,3,5,2,15.5,Moderado Risco
35,Feminino,Saúde,Home Office,5,3,1,2,3,2,12.6,Moderado Risco
22,Feminino,Financeiro,Híbrido,3,4,0,4,3,1,14.6,Moderado Risco
47,Feminino,Tecnologia,Híbrido,3,4,10,4,2,1,15.4,Moderado Risco
46,Feminino,Administrativo,Presencial,2,6,7,3,1,1,13.2,Moderado Risco
37,Masculino,Tecnologia,Presencial,4,6,2,1,4,5,8.8,Baixo Risco
36,Masculino,Vendas/MKT,Presencial,5,13,4,4,1,5,12.2,Moderado Risco
47,Masculino,Vendas/MKT,Híbrido,2,11,7,1,4,4,12.3,Moderado Risco
37,Masculino,Administrativo,Híbrido,4,0,3,5,1,4,10.7,Baixo Risco
35,Masculino,Financeiro,Presencial,5,5,7,1,5,3,13.0,Moderado Risco
50,Masculino,Administrativo,Híbrido,1,3,5,4,4,3,14.8,Moderado Risco
45,Outro,Administrativo,Híbrido,4,1,4,1,1,2,7.7,Baixo Risco
36,Feminino,Tecnologia,Presencial,3,5,10,1,2,3,10.4,Baixo Risco
40,Outro,Financeiro,Híbrido,4,6,0,2,3,3,11.1,Baixo Risco
29,Masculino,Tecnologia,Home Office,4,1,5,2,1,5,6.2,Baixo Risco
55,Feminino,Educação,Presencial,4,1,5,1,1,1,8.7,Baixo Risco
23,Masculino,Logística,Híbrido,5,9,7,3,3,3,15.6,Moderado Risco
48,Masculino,Saúde,Presencial,5,10,6,3,4,4,17.3,Alto Risco
31,Masculino,Vendas/MKT,Home Office,1,6,1,3,4,4,12.8,Moderado Risco
56,Feminino,Tecnologia,Home Office,1,8,9,3,5,3,17.0,Alto Risco
44,Masculino,Vendas/MKT,Híbrido,5,2,6,4,5,2,17.0,Alto Risco
29,Feminino,Tecnologia,Presencial,5,2,3,3,5,4,12.5,Moderado Risco
49,Feminino,Educação,Híbrido,2,7,7,4,2,3,13.9,Moderado Risco
44,Feminino,Tecnologia,Presencial,4,1,4,3,3,4,11.1,Baixo Risco
25,Masculino,Saúde,Presencial,4,8,10,1,4,3,14.8,Moderado Risco
35,Masculino,Vendas/MKT,Híbrido,3,6,7,3,2,5,10.4,Baixo Risco
50,Feminino,Saúde,Presencial,5,7,4,1,5,4,14.0,Moderado Risco
22,Masculino,Logística,Presencial,5,8,4,1,3,3,12.6,Moderado Risco
25,Feminino,Administrativo,Home Office,1,11,1,2,5,5,13.0,Moderado Risco
53,Feminino,Tecnologia,Híbrido,1,13,6,5,1,3,15.7,Moderado Risco
54,Masculino,Vendas/MKT,Presencial,4,2,6,5,5,3,17.5,Alto Risco
47,Feminino,Tecnologia,Híbrido,4,5,10,1,3,2,12.6,Moderado Risco
38,Masculino,Tecnologia,Home Office,5,13,4,5,4,3,19.3,Alto Risco
44,Feminino,Tecnologia,Presencial,4,7,10,5,3,4,16.6,Moderado Risco
53,Feminino,Administrativo,Híbrido,5,0,7,3,4,1,15.3,Moderado Risco
36,Masculino,Tecnologia,Home Office,3,14,2,5,3,3,17.1,Alto Risco
34,Masculino,Administrativo,Híbrido,3,12,3,5,3,4,16.1,Moderado Risco
23,Feminino,Administrativo,Presencial,2,5,6,5,4,3,17.8,Alto Risco
40,Masculino,Financeiro,Presencial,1,2,7,2,1,1,10.2,Baixo Risco
45,Masculino,Educação,Home Office,2,13,4,5,3,1,20.1,Alto Risco
45,Masculino,Vendas/MKT,Home Office,3,7,4,3,3,3,13.6,Moderado Risco
32,Feminino,Financeiro,Home Office,4,8,1,4,2,4,11.9,Baixo Risco
43,Masculino,Tecnologia,Home Office,1,12,6,2,5,5,14.0,Moderado Risco
36,Masculino,Financeiro,Híbrido,1,13,7,3,2,2,14.9,Moderado Risco
31,Feminino,Vendas/MKT,Home Office,2,12,6,1,3,3,12.1,Moderado Risco
48,Masculino,Vendas/MKT,Híbrido,1,4,5,3,3,4,11.1,Baixo Risco
30,Masculino,Saúde,Home Office,3,1,9,4,3,1,18.6,Alto Risco
49,Masculino,Tecnologia,Presencial,4,14,6,2,1,4,10.2,Baixo Risco
22,Masculino,Administrativo,Home Office,2,6,0,4,2,3,12.9,Moderado Risco
38,Masculino,Tecnologia,Presencial,4,14,2,1,5,4,12.5,Moderado Risco
52,Masculino,Vendas/MKT,Presencial,2,11,5,1,1,4,8.7,Baixo Risco
31,Masculino,Tecnologia,Híbrido,5,5,7,1,4,3,11.8,Baixo Risco
58,Masculino,Vendas/MKT,Híbrido,1,5,1,3,3,3,12.6,Moderado Risco
50,Masculino,Administrativo,Presencial,5,11,1,3,1,5,9.7,Baixo Risco
39,Feminino,Saúde,Home Office,1,0,5,5,4,3,18.3,Alto Risco
59,Feminino,Tecnologia,Híbrido,5,14,7,1,3,1,14.1,Moderado Risco
27,Masculino,Financeiro,Home Office,4,0,5,4,1,4,10.2,Baixo Risco
33,Feminino,Saúde,Home Office,3,5,3,1,3,1,13.6,Moderado Risco
35,Masculino,Financeiro,Híbrido,2,14,4,2,2,2,13.4,Moderado Risco
31,Outro,Educação,Presencial,1,5,1,3,3,2,13.6,Moderado Risco
41,Masculino,Saúde,Presencial,2,3,2,1,5,3,12.5,Moderado Risco
36,Outro,Financeiro,Híbrido,3,7,1,5,5,4,17.0,Alto Risco
52,Masculino,Vendas/MKT,Híbrido,5,12,6,1,3,3,12.1,Moderado Risco
28,Feminino,Educação,Híbrido,4,8,7,5,1,5,12.2,Moderado Risco
31,Masculino,Saúde,Híbrido,2,5,5,3,4,1,18.8,Alto Risco
31,Feminino,Educação,Presencial,5,9,7,3,4,3,14.8,Moderado Risco
49,Feminino,Vendas/MKT,Híbrido,1,7,6,5,5,5,17.0,Alto Risco
51,Feminino,Logística,Presencial,2,14,0,2,5,1,19.0,Alto Risco
58,Feminino,Saúde,Home Office,2,7,1,3,1,3,12.2,Moderado Risco
24,Feminino,Tecnologia,Presencial,1,1,2,5,2,3,12.9,Moderado Risco
36,Feminino,Vendas/MKT,Híbrido,3,3,6,3,5,3,14.5,Moderado Risco
42,Masculino,Vendas/MKT,Presencial,5,0,4,1,5,5,9.5,Baixo Risco
58,Masculino,Educação,Home Office,2,0,6,4,3,1,15.6,Moderado Risco
33,Feminino,Tecnologia,Híbrido,5,13,2,2,2,4,10.4,Baixo Risco
25,Feminino,Logística,Presencial,4,5,0,4,2,5,12.9,Moderado Risco
30,Masculino,Vendas/MKT,Híbrido,5,6,4,2,5,5,12.5,Moderado Risco
49,Masculino,Financeiro,Home Office,5,4,0,1,3,5,6.1,Baixo Risco
44,Masculino,Tecnologia,Home Office,1,7,3,5,1,1,15.2,Moderado Risco
43,Feminino,Logística,Presencial,5,8,4,5,4,2,20.8,Alto Risco
45,Masculino,Vendas/MKT,Home Office,3,3,0,5,5,4,15.5,Moderado Risco
47,Masculino,Tecnologia,Presencial,5,0,2,1,4,4,8.3,Baixo Risco
51,Masculino,Logística,Presencial,4,5,5,4,4,4,17.3,Alto Risco
54,Feminino,Educação,Híbrido,5,0,7,3,4,2,14.3,Moderado Risco
37,Feminino,Educação,Presencial,1,1,3,5,5,5,14.5,Moderado Risco
43,Feminino,Educação,Home Office,4,11,5,3,1,2,13.7,Moderado Risco
39,Feminino,Educação,Home Office,1,10,7,4,2,4,14.4,Moderado Risco
28,Masculino,Tecnologia,Presencial,3,3,8,3,3,5,11.1,Baixo Risco
47,Masculino,Saúde,Presencial,3,3,7,3,2,1,14.9,Moderado Risco
29,Masculino,Educação,Híbrido,1,5,2,3,3,4,11.6,Baixo Risco
27,Masculino,Tecnologia,Híbrido,3,7,10,1,2,5,8.4,Baixo Risco
51,Masculino,Educação,Home Office,1,2,0,4,5,1,17.0,Alto Risco
44,Feminino,Educação,Home Office,2,14,1,3,5,2,17.5,Alto Risco
53,Outro,Saúde,Híbrido,5,5,7,5,4,5,17.8,Alto Risco
43,Masculino,Logística,Presencial,2,2,6,5,3,5,15.1,Moderado Risco
30,Feminino,Logística,Home Office,3,1,1,4,1,2,13.2,Moderado Risco
52,Feminino,Saúde,Presencial,1,12,7,1,5,1,18.5,Alto Risco
28,Masculino,Financeiro,Home Office,1,11,5,3,3,2,16.1,Moderado Risco
30,Masculino,Administrativo,Presencial,1,3,7,1,5,4,10.5,Baixo Risco
34,Feminino,Financeiro,Híbrido,1,3,1,4,1,3,10.2,Baixo Risco
24,Masculino,Educação,Presencial,5,11,1,2,3,2,13.6,Moderado Risco
56,Masculino,Tecnologia,Híbrido,4,1,10,5,4,4,16.3,Moderado Risco
54,Masculino,Tecnologia,Híbrido,2,11,4,3,3,5,13.1,Moderado Risco
42,Feminino,Tecnologia,Híbrido,3,10,7,3,1,4,11.7,Baixo Risco
52,Feminino,Vendas/MKT,Home Office,1,2,6,4,4,5,12.8,Moderado Risco
55,Masculino,Financeiro,Híbrido,2,8,7,4,5,3,17.5,Alto Risco
53,Masculino,Saúde,Presencial,4,9,11,1,4,3,14.8,Moderado Risco
56,Feminino,Vendas/MKT,Home Office,2,8,7,5,5,2,20.0,Alto Risco
36,Feminino,Tecnologia,Home Office,3,11,10,1,1,3,10.7,Baixo Risco
53,Feminino,Saúde,Presencial,1,14,3,4,2,2,17.4,Alto Risco
27,Feminino,Financeiro,Home Office,3,9,5,5,2,1,17.4,Alto Risco
42,Masculino,Saúde,Home Office,1,6,10,4,1,5,13.7,Moderado Risco
54,Outro,Logística,Híbrido,4,1,3,1,5,2,13.5,Moderado Risco
53,Feminino,Saúde,Presencial,3,12,3,1,4,3,14.3,Moderado Risco
40,Feminino,Financeiro,Híbrido,2,4,3,1,5,3,10.5,Baixo Risco
54,Masculino,Administrativo,Híbrido,4,7,4,2,2,5,8.9,Baixo Risco
49,Feminino,Administrativo,Híbrido,3,14,4,1,4,5,11.3,Baixo Risco
52,Outro,Vendas/MKT,Híbrido,1,0,3,3,3,1,13.1,Moderado Risco
42,Masculino,Administrativo,Home Office,4,0,2,1,2,1,8.9,Baixo Risco
55,Masculino,Logística,Híbrido,1,10,5,4,1,3,16.2,Moderado Risco
36,Feminino,Educação,Presencial,5,14,0,1,4,5,10.3,Baixo Risco
35,Feminino,Logística,Home Office,2,10,0,4,5,2,21.0,Alto Risco
40,Masculino,Vendas/MKT,Híbrido,1,5,4,4,3,2,16.1,Moderado Risco
36,Masculino,Logística,Presencial,3,6,5,5,2,5,15.4,Moderado Risco
27,Feminino,Tecnologia,Híbrido,5,13,5,2,4,4,13.8,Moderado Risco
30,Outro,Vendas/MKT,Presencial,4,6,2,4,2,1,14.9,Moderado Risco
58,Masculino,Vendas/MKT,Home Office,3,13,0,4,1,4,12.2,Moderado Risco
41,Masculino,Vendas/MKT,Híbrido,4,2,4,3,2,2,11.9,Baixo Risco
55,Feminino,Tecnologia,Home Office,5,9,7,1,5,5,11.0,Baixo Risco
59,Masculino,Saúde,Presencial,3,3,2,2,5,2,15.0,Moderado Risco
47,Masculino,Saúde,Home Office,1,8,6,2,1,1,13.7,Moderado Risco
39,Feminino,Logística,Híbrido,3,10,4,5,1,2,18.7,Alto Risco
49,Masculino,Tecnologia,Híbrido,2,14,8,4,3,5,15.6,Moderado Risco
30,Feminino,Financeiro,Home Office,1,9,6,4,4,5,14.3,Moderado Risco
53,Feminino,Tecnologia,Híbrido,2,12,6,3,2,5,11.9,Baixo Risco
27,Feminino,Saúde,Híbrido,3,3,3,2,1,1,11.2,Baixo Risco
35,Masculino,Vendas/MKT,Presencial,3,4,6,1,4,2,11.3,Baixo Risco
49,Masculino,Administrativo,Híbrido,4,5,4,5,1,1,16.2,Moderado Risco
45,Feminino,Tecnologia,Home Office,3,6,1,5,1,1,15.2,Moderado Risco
34,Feminino,Logística,Home Office,1,4,6,5,3,2,18.1,Alto Risco
33,Feminino,Tecnologia,Híbrido,2,6,8,5,5,4,19.0,Alto Risco
40,Feminino,Tecnologia,Home Office,5,11,2,2,4,2,14.8,Moderado Risco
42,Masculino,Vendas/MKT,Híbrido,2,1,1,4,3,1,14.6,Moderado Risco
48,Feminino,Vendas/MKT,Híbrido,4,6,3,2,5,3,13.5,Moderado Risco
40,Feminino,Vendas/MKT,Híbrido,5,4,1,1,1,4,4.7,Baixo Risco
45,Masculino,Financeiro,Híbrido,5,9,4,5,3,4,15.6,Moderado Risco
47,Masculino,Administrativo,Híbrido,3,4,0,2,5,3,12.0,Moderado Risco
49,Masculino,Tecnologia,Híbrido,4,10,8,1,5,4,14.5,Moderado Risco
39,Feminino,Saúde,Home Office,4,14,10,3,3,2,19.1,Alto Risco
57,Feminino,Tecnologia,Presencial,3,5,5,5,2,3,15.4,Moderado Risco
50,Masculino,Vendas/MKT,Presencial,1,11,4,4,3,3,16.6,Moderado Risco
38,Feminino,Saúde,Presencial,3,8,2,4,1,3,13.7,Moderado Risco
25,Feminino,Tecnologia,Híbrido,4,3,6,4,2,2,13.4,Moderado Risco
50,Masculino,Educação,Híbrido,5,4,5,1,3,4,8.1,Baixo Risco
25,Masculino,Tecnologia,Presencial,1,4,11,2,5,4,13.0,Moderado Risco
31,Feminino,Tecnologia,Híbrido,4,13,5,5,4,5,17.3,Alto Risco
46,Feminino,Tecnologia,Híbrido,4,14,9,5,3,2,20.1,Alto Risco
52,Outro,Tecnologia,Home Office,3,2,3,5,5,4,15.5,Moderado Risco
24,Feminino,Educação,Home Office,2,2,7,5,3,5,13.1,Moderado Risco
23,Masculino,Logística,Híbrido,4,11,2,3,1,5,11.7,Baixo Risco
46,Outro,Saúde,Presencial,2,0,9,5,1,1,17.7,Alto Risco
27,Outro,Saúde,Presencial,1,13,9,3,5,2,21.5,Alto Risco
47,Masculino,Vendas/MKT,Home Office,5,3,2,2,5,5,10.0,Baixo Risco
29,Feminino,Logística,Híbrido,2,8,2,4,2,3,14.9,Moderado Risco
56,Feminino,Educação,Presencial,2,1,1,3,1,3,8.7,Baixo Risco
48,Masculino,Financeiro,Presencial,2,12,1,4,4,1,18.8,Alto Risco
46,Masculino,Saúde,Home Office,2,9,9,4,1,5,13.7,Moderado Risco
39,Masculino,Administrativo,Híbrido,2,3,3,1,1,3,5.7,Baixo Risco
22,Masculino,Logística,Híbrido,1,8,4,3,4,5,14.8,Moderado Risco
24,Masculino,Tecnologia,Presencial,4,8,11,5,1,3,15.2,Moderado Risco
25,Masculino,Financeiro,Híbrido,5,7,3,1,3,2,10.6,Baixo Risco
58,Masculino,Saúde,Home Office,4,1,1,5,3,4,15.1,Moderado Risco
36,Masculino,Saúde,Home Office,1,10,2,4,1,3,15.2,Moderado Risco
29,Masculino,Administrativo,Home Office,1,2,1,1,1,2,6.7,Baixo Risco
59,Feminino,Administrativo,Híbrido,2,5,6,5,4,4,16.8,Moderado Risco
40,Masculino,Tecnologia,Híbrido,1,1,1,5,1,1,13.7,Moderado Risco
47,Masculino,Financeiro,Híbrido,1,2,7,2,5,4,12.0,Moderado Risco
31,Feminino,Vendas/MKT,Presencial,2,0,4,1,3,2,10.1,Baixo Risco
59,Masculino,Saúde,Home Office,1,3,8,1,1,3,9.7,Baixo Risco
35,Masculino,Logística,Híbrido,1,10,3,4,5,1,22.0,Alto Risco
40,Masculino,Educação,Híbrido,1,5,3,4,1,5,9.7,Baixo Risco
51,Feminino,Educação,Home Office,3,0,4,1,2,1,9.9,Baixo Risco
26,Masculino,Vendas/MKT,Home Office,4,13,5,2,5,4,15.0,Moderado Risco
52,Feminino,Vendas/MKT,Híbrido,3,14,3,2,3,2,13.6,Moderado Risco
28,Masculino,Administrativo,Presencial,4,11,7,4,3,1,18.6,Alto Risco
40,Feminino,Saúde,Híbrido,2,0,10,3,2,1,15.9,Moderado Risco
52,Masculino,Administrativo,Home Office,2,7,1,5,5,3,18.0,Alto Risco
45,Masculino,Tecnologia,Presencial,4,6,10,4,5,4,17.5,Alto Risco
55,Feminino,Saúde,Home Office,4,6,3,2,4,3,14.3,Moderado Risco
44,Outro,Tecnologia,Presencial,5,6,4,1,1,3,8.2,Baixo Risco
27,Masculino,Educação,Híbrido,4,4,2,2,5,4,11.0,Baixo Risco
59,Feminino,Tecnologia,Híbrido,4,14,11,1,4,1,16.3,Moderado Risco
57,Feminino,Vendas/MKT,Presencial,2,3,0,4,2,2,12.4,Moderado Risco
48,Feminino,Educação,Home Office,2,12,1,5,2,2,16.9,Moderado Risco
32,Feminino,Tecnologia,Híbrido,1,6,3,5,2,4,13.4,Moderado Risco
26,Masculino,Vendas/MKT,Presencial,1,10,6,4,4,4,16.8,Moderado Risco
38,Outro,Administrativo,Híbrido,2,13,0,5,3,2,18.1,Alto Risco
28,Feminino,Educação,Home Office,1,2,7,5,2,2,14.9,Moderado Risco
48,Masculino,Tecnologia,Presencial,3,8,9,3,4,5,13.8,Moderado Risco
36,Masculino,Administrativo,Home Office,3,1,6,3,4,4,12.3,Moderado Risco
34,Feminino,Vendas/MKT,Presencial,1,0,3,3,1,3,8.7,Baixo Risco
32,Feminino,Financeiro,Presencial,1,14,3,1,2,1,11.9,Baixo Risco
47,Feminino,Saúde,Presencial,4,7,8,3,3,1,18.6,Alto Risco
43,Masculino,Financeiro,Presencial,4,13,3,4,4,5,14.8,Moderado Risco
49,Masculino,Administrativo,Híbrido,3,5,0,3,3,4,11.6,Baixo Risco
45,Masculino,Saúde,Home Office,3,13,6,4,3,1,20.6,Alto Risco
50,Feminino,Tecnologia,Presencial,4,12,11,3,2,1,16.9,Moderado Risco
30,Masculino,Administrativo,Presencial,4,13,2,5,2,1,17.9,Alto Risco
25,Masculino,Tecnologia,Presencial,4,3,8,3,1,2,11.7,Baixo Risco
39,Masculino,Administrativo,Híbrido,1,9,6,4,3,5,13.1,Moderado Risco
37,Feminino,Saúde,Home Office,2,8,7,4,3,3,17.1,Alto Risco
54,Masculino,Logística,Home Office,3,4,7,4,4,2,17.8,Alto Risco
50,Masculino,Tecnologia,Presencial,5,12,3,3,4,4,14.3,Moderado Risco
31,Feminino,Administrativo,Híbrido,4,10,4,1,4,5,11.3,Baixo Risco
30,Feminino,Vendas/MKT,Híbrido,1,0,1,4,3,2,13.6,Moderado Risco
52,Masculino,Administrativo,Híbrido,3,0,3,1,1,2,6.7,Baixo Risco
49,Masculino,Educação,Híbrido,4,13,7,3,5,5,15.5,Moderado Risco
24,Masculino,Tecnologia,Home Office,1,6,6,1,4,4,10.8,Baixo Risco
35,Masculino,Saúde,Híbrido,3,13,1,1,5,5,13.5,Moderado Risco
46,Masculino,Financeiro,Presencial,3,12,1,4,1,5,11.2,Baixo Risco
36,Feminino,Educação,Híbrido,5,0,5,3,3,4,11.1,Baixo Risco
23,Feminino,Administrativo,Híbrido,5,5,3,4,5,2,17.5,Alto Risco
45,Outro,Financeiro,Presencial,3,6,5,5,2,4,14.4,Moderado Risco
35,Feminino,Vendas/MKT,Híbrido,1,10,4,2,3,3,13.6,Moderado Risco
28,Feminino,Administrativo,Home Office,4,9,0,1,2,4,7.4,Baixo Risco
57,Masculino,Tecnologia,Híbrido,4,4,4,3,1,3,9.7,Baixo Risco
45,Masculino,Administrativo,Híbrido,3,2,6,1,5,5,9.5,Baixo Risco
48,Feminino,Financeiro,Home Office,4,2,4,3,5,1,16.5,Moderado Risco
58,Feminino,Vendas/MKT,Home Office,5,11,6,4,1,5,12.2,Moderado Risco
59,Masculino,Saúde,Híbrido,4,1,9,2,1,3,11.2,Baixo Risco
51,Feminino,Saúde,Híbrido,2,10,4,2,3,4,14.6,Moderado Risco
48,Masculino,Tecnologia,Home Office,5,11,3,2,1,3,10.2,Baixo Risco
36,Feminino,Administrativo,Presencial,5,11,5,2,4,1,16.8,Moderado Risco
47,Masculino,Vendas/MKT,Híbrido,3,0,7,1,2,5,5.9,Baixo Risco
22,Masculino,Tecnologia,Presencial,3,13,9,3,1,3,13.7,Moderado Risco
25,Masculino,Administrativo,Home Office,4,10,4,5,4,2,20.3,Alto Risco
50,Feminino,Educação,Presencial,4,7,2,3,5,5,13.0,Moderado Risco
22,Masculino,Administrativo,Presencial,3,12,6,1,1,5,7.7,Baixo Risco
43,Feminino,Tecnologia,Híbrido,1,8,10,4,2,3,14.9,Moderado Risco
32,Feminino,Financeiro,Home Office,4,1,7,5,2,3,13.9,Moderado Risco
31,Masculino,Educação,Híbrido,1,13,4,5,3,1,20.1,Alto Risco
38,Masculino,Tecnologia,Home Office,5,12,5,5,5,2,21.5,Alto Risco
57,Masculino,Financeiro,Híbrido,2,12,6,1,5,3,14.5,Moderado Risco
47,Feminino,Financeiro,Híbrido,1,3,5,2,2,1,11.4,Baixo Risco
42,Feminino,Saúde,Home Office,4,2,3,2,4,3,12.8,Moderado Risco
34,Outro,Saúde,Presencial,3,3,5,2,2,5,9.4,Baixo Risco
30,Masculino,Administrativo,Home Office,3,3,1,3,1,5,6.7,Baixo Risco
32,Masculino,Saúde,Home Office,2,7,3,2,3,5,11.1,Baixo Risco
32,Masculino,Saúde,Home Office,2,10,9,5,1,5,16.7,Moderado Risco
27,Feminino,Logística,Home Office,5,2,0,2,5,4,13.0,Moderado Risco
22,Masculino,Educação,Home Office,1,14,5,5,1,5,13.7,Moderado Risco
27,Feminino,Vendas/MKT,Presencial,2,2,0,5,5,2,17.5,Alto Risco
34,Masculino,Vendas/MKT,Híbrido,5,11,7,3,3,5,13.1,Moderado Risco
43,Masculino,Tecnologia,Híbrido,5,5,10,2,5,4,14.5,Moderado Risco
52,Masculino,Financeiro,Presencial,5,14,0,4,3,3,15.6,Moderado Risco
43,Masculino,Vendas/MKT,Home Office,4,10,0,2,4,3,13.8,Moderado Risco
58,Feminino,Administrativo,Presencial,2,2,3,4,4,4,12.8,Moderado Risco
48,Masculino,Educação,Presencial,3,4,0,3,3,5,9.1,Baixo Risco
35,Feminino,Tecnologia,Home Office,5,3,10,1,2,1,10.9,Baixo Risco
26,Feminino,Financeiro,Home Office,3,10,5,3,3,2,16.1,Moderado Risco
57,Feminino,Tecnologia,Home Office,4,3,5,3,5,5,12.5,Moderado Risco
53,Masculino,Vendas/MKT,Home Office,1,1,7,4,4,4,13.8,Moderado Risco
55,Feminino,Tecnologia,Híbrido,4,8,1,3,4,5,11.8,Baixo Risco
28,Masculino,Tecnologia,Home Office,4,4,9,5,3,4,15.1,Moderado Risco
31,Masculino,Financeiro,Híbrido,2,14,0,3,2,5,10.9,Baixo Risco
38,Masculino,Financeiro,Home Office,5,4,6,3,3,1,14.1,Moderado Risco
51,Feminino,Financeiro,Presencial,4,6,1,4,5,1,18.5,Alto Risco
42,Feminino,Financeiro,Home Office,5,11,6,3,5,2,18.5,Alto Risco
34,Masculino,Vendas/MKT,Híbrido,3,2,3,3,1,2,9.7,Baixo Risco
22,Masculino,Financeiro,Híbrido,1,14,6,2,2,4,11.4,Baixo Risco
22,Feminino,Logística,Home Office,1,11,6,5,4,1,23.3,Alto Risco
54,Masculino,Saúde,Home Office,3,5,2,5,5,2,21.0,Alto Risco
59,Masculino,Financeiro,Home Office,2,0,2,5,5,4,15.5,Moderado Risco
46,Masculino,Educação,Presencial,3,4,2,3,2,2,10.9,Baixo Risco
47,Outro,Financeiro,Presencial,3,4,1,5,3,1,16.1,Moderado Risco
34,Masculino,Vendas/MKT,Presencial,2,8,1,2,1,5,6.7,Baixo Risco
49,Masculino,Logística,Presencial,2,11,5,1,5,3,16.5,Moderado Risco
54,Feminino,Vendas/MKT,Presencial,4,4,7,1,1,1,8.7,Baixo Risco
58,Masculino,Financeiro,Home Office,5,7,5,2,4,2,14.3,Moderado Risco
51,Masculino,Financeiro,Híbrido,1,2,1,1,1,3,5.7,Baixo Risco
29,Feminino,Educação,Home Office,2,11,3,1,5,1,15.5,Moderado Risco
22,Masculino,Saúde,Híbrido,2,10,11,4,3,2,20.6,Alto Risco
33,Feminino,Financeiro,Híbrido,4,14,7,3,5,1,19.5,Alto Risco
26,Feminino,Educação,Presencial,4,5,3,4,4,4,14.3,Moderado Risco
45,Feminino,Tecnologia,Home Office,5,13,6,4,1,2,15.2,Moderado Risco
27,Masculino,Financeiro,Home Office,2,13,0,2,3,3,12.6,Moderado Risco
46,Masculino,Logística,Híbrido,2,1,6,1,3,1,13.1,Moderado Risco
22,Masculino,Administrativo,Híbrido,4,8,5,2,1,2,10.7,Baixo Risco
46,Masculino,Administrativo,Presencial,3,5,0,5,1,5,11.2,Baixo Risco
22,Feminino,Saúde,Home Office,5,4,10,4,1,2,15.2,Moderado Risco
53,Masculino,Logística,Home Office,2,8,1,1,4,1,14.8,Moderado Risco
24,Masculino,Tecnologia,Híbrido,1,0,1,3,3,5,9.1,Baixo Risco
40,Masculino,Saúde,Presencial,1,2,1,4,5,3,17.0,Alto Risco
50,Masculino,Vendas/MKT,Presencial,4,14,5,1,4,5,11.3,Baixo Risco
23,Feminino,Tecnologia,Presencial,1,12,2,5,1,1,16.7,Moderado Risco
30,Masculino,Saúde,Presencial,4,1,3,2,1,5,7.2,Baixo Risco
38,Outro,Administrativo,Presencial,3,8,2,1,5,1,14.0,Moderado Risco
57,Feminino,Vendas/MKT,Presencial,4,10,4,1,5,5,12.5,Moderado Risco
38,Masculino,Vendas/MKT,Híbrido,2,5,5,4,5,4,16.5,Moderado Risco
33,Outro,Administrativo,Híbrido,1,10,2,1,2,3,9.9,Baixo Risco
41,Feminino,Vendas/MKT,Híbrido,2,5,0,5,4,3,16.8,Moderado Risco
24,Masculino,Tecnologia,Híbrido,1,14,5,3,2,3,13.9,Moderado Risco
25,Masculino,Logística,Híbrido,1,4,6,5,5,4,18.5,Alto Risco
38,Masculino,Financeiro,Híbrido,4,3,0,1,3,3,8.1,Baixo Risco
58,Feminino,Saúde,Presencial,5,3,10,3,4,5,14.3,Moderado Risco
36,Feminino,Vendas/MKT,Home Office,1,14,2,5,2,2,16.9,Moderado Risco
54,Feminino,Financeiro,Home Office,1,1,1,3,1,4,7.7,Baixo Risco
37,Masculino,Tecnologia,Híbrido,5,6,11,4,4,4,16.3,Moderado Risco
32,Masculino,Saúde,Presencial,2,5,10,1,3,1,15.6,Moderado Risco
41,Masculino,Saúde,Home Office,1,2,9,3,3,4,14.1,Moderado Risco
59,Feminino,Administrativo,Home Office,4,11,2,2,5,3,15.0,Moderado Risco
45,Feminino,Educação,Presencial,5,6,2,4,5,4,15.5,Moderado Risco
37,Masculino,Logística,Presencial,5,8,4,1,1,4,9.2,Baixo Risco
51,Masculino,Logística,Home Office,1,9,3,4,3,5,14.1,Moderado Risco
55,Masculino,Educação,Híbrido,2,13,5,2,5,5,14.0,Moderado Risco
22,Masculino,Vendas/MKT,Home Office,2,0,2,1,2,4,5.9,Baixo Risco
45,Masculino,Logística,Presencial,3,11,3,4,5,3,20.0,Alto Risco
45,Masculino,Administrativo,Home Office,3,10,3,4,1,5,11.2,Baixo Risco
